case_id	side	waffle_status	cherchi_class	cherchi_detail
F0013	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0014	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0014	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0015	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0015	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0016	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: failed
F0016	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0017	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0017	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0018	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: failed
F0018	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0019	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: failed
F0019	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0020	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0020	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0021	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0021	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0022	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0022	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0023	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0023	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0024	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0024	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0025	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0025	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0026	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0026	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0027	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0027	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0028	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0028	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0029	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0029	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0030	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0030	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0031	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0031	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0032	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0032	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0033	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0033	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0034	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0034	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0035	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0035	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0036	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0036	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0037	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0037	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0038	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0038	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0039	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0039	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0040	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0040	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0041	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0041	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0042	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0042	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0043	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0043	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0044	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0044	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0045	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0045	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0046	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0046	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0047	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0047	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0048	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0048	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0049	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0049	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0050	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0050	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0051	A	Passed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0051	B	Passed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0052	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0052	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0053	A	Passed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0053	B	Passed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0054	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0054	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0055	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0055	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0056	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0056	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0057	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0057	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0058	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0058	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0059	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0059	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0060	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0060	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0061	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0061	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0062	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0062	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0063	A	Failed	self_intersecting	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0063	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0064	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0064	B	Failed	bad_orientation	Manifold check: passed;Watertight check: passed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: passed
F0065	A	Failed	non_watertight	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0065	B	Failed	bad_orientation	Manifold check: passed;Watertight check: passed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: passed
F0066	A	Failed	non_watertight	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0066	B	Failed	bad_orientation	Manifold check: passed;Watertight check: passed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: passed
F0067	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0067	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0068	A	Failed	self_intersecting	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0068	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0069	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0069	B	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: passed
F0070	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0070	B	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0071	A	Failed	non_watertight	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0071	B	Failed	bad_orientation	Manifold check: passed;Watertight check: passed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: passed
F0072	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0072	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0073	A	MissingDump		
F0073	B	MissingDump		
F0074	A	MissingDump		
F0074	B	MissingDump		
F0075	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0075	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0076	A	Failed	combined_failures	Manifold check: failed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0076	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0077	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: failed
F0077	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0078	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0078	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0079	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0079	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0080	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0080	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0081	A	Failed	combined_failures	Manifold check: passed;Watertight check: failed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: failed
F0081	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0082	A	Failed	combined_failures	Manifold check: failed;Watertight check: failed;Local  Orientation check: failed;Global Orientation check: passed;Intersection check: failed
F0082	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0083	A	Failed	combined_failures	parse-error:  
F0083	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0084	A	Failed	combined_failures	parse-error:  
F0084	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0085	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0085	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0086	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0086	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0087	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0087	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0088	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0088	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0089	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0089	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0090	A	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
F0090	B	Failed	valid	Manifold check: passed;Watertight check: passed;Local  Orientation check: passed;Global Orientation check: passed;Intersection check: passed
